id,trip,r,t,g,b,n,m,c,v,G,boy,girl
112,1,0.1691483379955273,-1.5300353994347706,,0.1459331624874574,0.44140014207186296,-0.2936396442812452,0.31626227651074845,0.6282401510620688,boy,1,0
112,2,-0.6307843961475629,-1.2741328200121738,-0.1250847642696992,0.7816782032449962,-0.09508586289690706,0.18687712090964645,-0.6143798666303586,1.0633233753795202,boy,1,0
112,3,0.08915506458121827,-1.3838053540504296,0.8207843129237278,1.6374222090603212,0.04461805758244168,0.6872090104383068,-0.7803434888817655,-0.24361173341689535,boy,1,0
114,1,-0.1608239148384974,-0.8354426838591503,,0.539159659086807,,-0.19456402259240155,1.4111412744685208,,boy,1,0
115,1,0.8590903211939426,0.1241919889755885,,-0.8795738242386001,0.7880771352793248,-1.2100891449030486,-0.9244263817547808,-0.14898654960020594,boy,1,0
115,2,1.2090608923815445,0.8279240823877303,-0.7331434567511881,-0.9887071691097852,-0.6409981687207341,-0.7493875040499259,1.0414295222571974,0.23168117460891954,boy,1,0
115,3,1.1090693006136585,0.5171852359460053,0.21272562044223906,-0.6474489319729048,1.0643133220949221,-0.2193329280146125,-0.9823335693881958,-0.23855542588470605,boy,1,0
116,1,-1.7506902239478892,-1.3015509535217378,,0.4213649376385439,0.9302220979303348,-0.25896317669014984,-0.864091709466729,-0.5920154000396689,boy,1,0
117,1,-1.700694428063946,-1.639707933473027,,-0.9332743590164848,0.5239197469592576,-0.4967446687433747,0.3251567971740005,-0.3702601982707854,boy,1,0
117,2,-1.1207431958102057,-1.045648374099141,-0.8682676106359632,-0.3650880555601557,0.055664682710547635,-0.07071949548134701,-0.4731081845085896,-0.6088697584803003,boy,1,0
117,3,-2.1806540685497997,-0.6709338828017665,-0.19264684121208686,0.12861040933330106,1.8728601835127536,0.4543812994695242,0.6151807348335029,,boy,1,0
117,4,-1.6906952688871573,0.15161012248515246,0.4829739282117896,0.769552276037087,,1.0092047809270486,1.9356865066616684,,boy,1,0
118,1,-0.6607818736779287,0.08763447762950323,,-0.33563937519809,2.4822751313708933,-0.3580387983789936,-1.2995269830619651,,boy,1,0
118,2,-1.940674248306873,-0.3053587693409136,-0.3277709950968621,-0.06193987536241907,1.9136715058376663,0.12743174789634024,-0.5548043046638599,,boy,1,0
118,3,-2.6206170723285,0.6085790143112185,1.4288430054052166,1.2476602630918028,-0.3355086493668851,0.6376711995938851,-0.2998954757799342,,boy,1,0
120,1,-0.3208104616671154,0.051076966283417916,,-0.3027261442051928,-0.040185318483150205,-1.0020303393564771,1.397944433493831,0.27237241141558755,boy,1,0
120,2,0.2991374072937795,-0.1317105904470085,0.07760146655746374,0.3243575199752678,1.760771879893532,-0.5958202904322183,2.5228812805300205,-0.3452194371589899,boy,1,0
120,3,0.2991374072937795,0.051076966283417916,0.21272562044223906,0.3434125484448402,0.15700609174376368,-0.0013665602991564554,3.6639805039179576,,boy,1,0
120,4,-0.5107944860260993,-0.02203805640875265,1.0910326206932783,1.5404147913970456,,0.5980409509183474,3.1682251563100845,,boy,1,0
121,1,1.2690558474422762,0.5263246137825266,,0.0523902954550129,0.2182926727121645,-0.4224379524767419,0.5943990470470307,-0.4706640192671202,boy,1,0
121,2,1.0890709822600808,0.8005059488781663,0.4154118512694019,0.9687639373098852,0.3419041726876518,0.0035872207852857304,1.9375467440430565,,boy,1,0
121,3,1.029076027199349,0.8096453267146876,0.5505360051541772,0.5079787034093257,0.8957870513989604,0.08284771813636066,1.8776979857795155,,boy,1,0
121,4,0.49912059082955196,1.0107116391181568,1.7666533901171548,1.2909671459771936,,0.9051753781537628,1.523700234317923,,boy,1,0
122,1,1.329050802503008,-0.3784737920330842,,-0.6076065997183449,-0.296731972373231,-1.9135260588938383,0.22769453957108995,1.6570783455880609,boy,1,0
122,2,0.8590903211939426,0.2064463895042804,-0.3953330720392498,-0.4517018213309375,-0.5115603026411902,-1.4726395423784844,0.526698502078415,-0.10516521765456324,boy,1,0
122,3,1.1790634148511787,0.3709551905616642,-0.2602089181544745,-0.3235134479901805,-0.9351906505330622,-0.7295723797121572,0.3791015957663425,,boy,1,0
123,1,0.2791390889402022,0.39837332407122816,,-0.311387520782271,1.0156966861945451,-0.6998496932055039,-0.2513708083021983,,boy,1,0
124,1,0.41912731741524295,-0.8354426838591503,,0.03333526698544098,0.8358257480675823,-0.0013665602991564554,0.4773167072870573,-1.3839294702002083,boy,1,0
124,2,-0.6307843961475629,-0.2139649909757004,1.158594697635666,0.6257734248575888,0.3026775471370909,0.4890577670606195,-0.08087129333272047,,boy,1,0
124,3,-0.3608070983742699,0.4989064802729627,1.4964050823476045,1.3204158263392594,-0.5856565273425924,0.9547131889981848,0.10959657693585173,,boy,1,0
125,1,0.5391172275367065,0.2704220343599296,,-0.36855260619098695,0.1479443545953596,-0.8038790959787899,1.5687567686507615,1.2790591634196058,boy,1,0
125,2,0.4491247949456089,-0.0860137012644019,-0.1250847642696992,-0.3650880555601557,-0.8934902102608049,-0.3184085497034561,0.5483206334351782,0.04700556140942602,boy,1,0
125,3,0.5591155458902838,-0.9268364622243634,-0.057522687327311535,0.2221532763657456,0.30930451526328345,0.3305367723584697,2.4400569222320017,-0.9813510800182618,boy,1,0
126,1,-2.5806204356213454,-1.0730665076087047,-1.1385159184055138,0.8752210702774407,-1.0395543578306559,0.5881333887494632,1.2591732274037697,-0.9505316817268212,boy,1,0
126,2,1.8590062388728053,0.5537427472920906,0.8207843129237278,1.2771089434538685,-1.4435237674196524,1.0934190593625657,-0.6819949074144039,-1.1258170095093911,boy,1,0
126,3,2.5789456996015865,1.4950986644537867,2.5773983134258067,2.3944265218969547,-1.5538361985273528,1.6432887597356483,-0.6062069178661657,-1.562826446220057,boy,1,0
127,1,0.579113864243861,-1.1553209081373963,1.158594697635666,1.4052973167946257,-0.6210845460312163,0.13733931006522465,0.22221601535482632,-0.6030911213006553,boy,1,0
128,1,0.4091281582384543,-1.8499136237130167,-0.4628951489816374,-0.5608351662021229,-0.4275041687083297,-0.7097572553743885,-0.5587604373011846,0.06771234463648786,boy,1,0
129,1,-1.7106935872407345,-1.9687255355877944,-1.2736400722902892,-1.2814616974150281,-0.3178781583652716,-1.898664715640512,-0.6213453294709829,1.271595090395898,boy,1,0
129,2,-0.7907709429761809,-2.1697918479912635,-1.1385159184055138,-0.9835103431635382,-0.5693784638684174,-1.398332826111852,-1.0503385926725994,-0.2891185012066011,boy,1,0
129,3,-0.4507995309653676,-1.082205885445226,-0.7331434567511881,0.0004220359925437709,-0.2884083902232388,-0.8831395933298649,-1.6884208691679174,0.8449390452987625,boy,1,0
130,1,0.11915254211158414,-1.2924115756852164,-0.1250847642696992,-1.0493368051493324,-0.7058153107427776,-1.4825471045473693,-1.5742644408945892,2.1441693045223182,boy,1,0
130,2,-0.5607902819100424,-0.7166307719843731,0.043820428086269916,-0.8778415489231846,-0.2924759482691105,-0.9425849663431708,0.35674120876718923,1.5672686927544084,boy,1,0
130,3,-0.3508079391974813,-0.2413831244852644,0.3478497743270143,-0.5677642674637853,-0.07682230039981308,-0.4719757633211638,0.06861921784740259,,boy,1,0
131,1,0.2491416114098363,0.31611892354253623,-0.19264684121208686,-0.4707568498005097,-1.2541571308447288,-1.0119379015253616,0.3878355354000349,,boy,1,0
131,2,-0.24081718825280646,-0.3967525477061268,0.2802876973846267,-0.1139081348248882,1.0858420621044895,-0.4670219822367216,0.0928982353296012,-0.3004349990167398,boy,1,0
131,3,0.28913824811699085,0.16988887815819512,0.8883463898661155,0.3676644028606587,0.27277387231388955,0.08780149922080277,-0.11243693571466196,,boy,1,0
132,1,-1.2807297426388236,-0.040316812081795286,0.21272562044223906,1.0605745290269135,-0.11674009472183647,0.26118383717627913,-0.7249722302346372,-0.13526228629854847,boy,1,0
132,2,0.03915926869727514,1.019851016954678,1.3612809284628289,1.4191555193179508,-0.8818679407000642,0.8110535375493614,-0.4249338756408006,0.22253166574114813,boy,1,0
132,3,1.3890457575637398,2.0251825789720237,2.509836236483419,1.4884465319345763,-1.204261509425596,1.3262467703313483,-0.6902533603631678,,boy,1,0
133,1,-0.9607566489815876,-0.5338432152539466,-1.881698764771778,-1.248548466422131,-0.5052975386505971,-2.200845361791485,-0.058575555838974565,1.0375602846202678,boy,1,0
133,2,-0.5507911227332538,-0.5247038374174253,-1.8141366878293903,-1.3923273176016289,-0.7951792656995771,-1.918479839978281,0.021548121507365105,1.9638276692075587,boy,1,0
133,3,0.579113864243861,-0.3510556585235202,-1.4087642261750644,-0.9904394444252008,-0.4302728339708677,-1.1754126773119535,0.35140866730507125,0.17437635591077172,boy,1,0
134,1,1.359048280033374,0.3435370570521002,-0.1250847642696992,-0.2784742897893738,-0.7933669752399096,-0.5760051660944495,-1.1211318865611688,-0.10781375969523424,boy,1,0
134,2,0.2091449747026818,-0.7806064168400223,0.5505360051541772,0.2550665073586423,0.2276119461806857,-0.031089246805809576,0.7610321044995872,,boy,1,0
134,3,0.8290928436635767,-0.32363752501395626,1.2937188515204414,1.074432731550239,-0.05726414328309275,0.4890577670606195,2.295004286777881,-0.0895147419596911,boy,1,0
135,1,0.8090945253099995,-0.5795401044365532,-0.6655813798088003,-1.0493368051493324,-0.4203813869924162,-1.5618076018984437,0.05477588181864071,0.8519215652241676,boy,1,0
135,2,-0.5507911227332538,-0.6252369936191599,-0.530457225924025,-0.4482372707001064,0.009851390576912198,-1.0367068069475724,1.370879230875382,,boy,1,0
135,3,0.1991458155258932,-0.2139649909757004,0.0100393896150761,-0.5365833117863038,-0.3685528166463062,-0.5660976039255652,-0.7275436121755026,1.1487990503284378,boy,1,0
136,1,-0.9707558081583764,0.09677385546602453,0.07760146655746374,-0.4586309225926002,0.05695430933262353,-0.1450262117479797,0.3647556619697402,-0.7475570507917845,boy,1,0
136,2,-1.1307423549869942,-0.2413831244852644,0.21272562044223906,-0.2247737550114891,0.2982714036346989,0.3305367723584697,-0.06543465981586445,-1.707292375711186,boy,1,0
137,1,-1.0407499223958967,-0.7440489054939371,-1.1385159184055138,0.24467285546614856,0.3608402661898595,-0.6849883499521776,-0.5382582022155039,2.5173729557077347,boy,1,0
137,2,-1.7506902239478892,-0.7623276611669797,-0.5980193028664127,0.16152364032619826,1.3974963134074796,-0.22924049018349685,-0.6251867613729076,0.3289549004662797,boy,1,0
137,3,-1.3707221752299212,-0.3053587693409136,0.0100393896150761,0.5997892951263543,0.4096802909182574,0.3305367723584697,0.3345476592013452,,boy,1,0
139,1,-0.7407751470922378,-0.6435157492922026,-0.4628951489816374,-0.6526457579191516,,-1.3686101396051986,-1.165554438647436,,boy,1,0
139,2,-0.4208020534350017,0.13333136681210986,-0.057522687327311535,-0.5556383402558758,,-0.8930471554987492,-1.236533339180561,-1.2722091513937352,boy,1,0
139,3,-0.9807549673351648,-0.04945618991831662,0.5505360051541772,-0.12083723608655085,-1.2046154305117522,-0.3976690470545309,-0.3174092353414795,,boy,1,0
140,1,-0.7007785103850833,-1.2101571751565243,-0.9358296875783508,-1.1550055993896866,-0.3746161556266561,-1.0565219312853409,-0.5527688879774981,2.0165577334718208,boy,1,0
140,2,-0.07083148224739975,-1.4386416210695574,-0.9020486491071572,-0.32524572330559604,1.421228945202654,-0.5660976039255652,-1.0549036819414996,-0.18004672444079886,boy,1,0
140,3,-0.18082223319207466,-0.7623276611669797,-0.6655813798088003,-0.12083723608655085,1.2018795205865482,-0.09053461981911574,-0.8494830067126659,-0.326198089775991,boy,1,0
142,1,-0.2208188698992292,0.8370634602242516,0.4829739282117896,0.1355395105949637,-0.2487393049036514,-0.2490556145212656,0.18388094411639844,,boy,1,0
142,2,-0.6107860777939856,1.0107116391181568,1.2937188515204414,0.8977406493778443,,0.20173846416297295,-0.4819735086210125,-0.5050950657958395,boy,1,0
142,3,-0.30081214331353817,0.9010391050799008,2.374712082598644,1.2580539149842964,,0.7417006023671707,3.0636055728182456,-0.03437691220390998,boy,1,0
143,1,-2.270646501140898,-0.999951484916534,-0.7331434567511881,-1.2087061341675711,2.4948440172491635,-2.0720470535959885,-0.14497649161354073,,boy,1,0
143,2,-1.5507070404121166,-0.9542545957339276,-0.530457225924025,-0.6526457579191516,,-1.6262067559961917,0.6281815418240573,-0.3365514813895221,boy,1,0
143,3,-1.3607230160531327,-0.5795401044365532,0.1451635434998514,-0.31831662204393363,-0.7640290725756941,-1.081290836707552,0.6720347611691595,,boy,1,0
144,1,0.21914413387947046,0.3892339462347068,-0.057522687327311535,0.682938510266305,0.2620628085283581,0.3800745832028916,2.218054691600234,-1.1508577706211869,boy,1,0
145,1,-0.9707558081583764,-1.027369618426098,-0.4628951489816374,-0.7808341312599086,2.18140305737403,-1.8194042182894368,-0.4698235725403312,0.9920535168305628,boy,1,0
145,2,-0.5107944860260993,-0.6526551271287239,-0.19264684121208686,0.17191729221869198,-0.7343546136797934,-1.3587025774363144,-0.04488028803227508,,boy,1,0
145,3,-0.5307928043796766,0.06021634411993925,0.07760146655746374,-0.051546223469925365,0.2099902544289708,-0.8633244689920961,-0.29426888334161005,,boy,1,0
146,1,0.2791390889402022,0.3709551905616642,0.3478497743270143,0.17018501690327645,0.3470591088781265,-0.8781858122454226,-0.06639397505738713,0.17437635591077172,boy,1,0
146,2,-0.5107944860260993,-0.2413831244852644,0.6180980820965649,0.6604189311659016,1.7620180515191672,-0.4026228281389732,-0.4719257242000161,-0.646671676697146,boy,1,0
146,3,-0.6607818736779287,0.48062772459992,1.5639671592899917,0.7331744944133587,2.1990238634734114,0.07789393705191848,-0.2815412726480985,-0.434547536894338,boy,1,0
147,1,-1.6706969505335802,-0.5978188601095961,-0.5980193028664127,-0.8501251438765342,0.9594049317841516,-1.6212529749117497,0.12636999538709068,0.4700499582692825,boy,1,0
147,2,-1.7606893831246777,-0.2413831244852644,-0.3953330720392498,-0.2663483625814645,1.264243455328865,-1.1506437718897429,-0.7081070511950784,0.2653898914901828,boy,1,0
147,3,-1.1707389916941486,0.4623489689268774,0.07760146655746374,-0.4222531409688719,1.4043758980266228,-0.9475387474276132,-1.002712761866812,0.8793700918274818,boy,1,0
148,1,-0.7607734654458149,-0.917697084387842,-0.4628951489816374,-1.0839823114576452,-0.9910114707881009,-1.3240261098452188,-0.3593625934147827,2.0042781294650744,boy,1,0
148,2,-1.2707305834620348,-1.0639271297721833,-0.1250847642696992,-0.8587865204536124,-0.3729069604088757,-0.8088328770632321,-0.491260097252539,-0.5479532915448742,boy,1,0
148,3,-1.8306834973621984,-0.5795401044365532,0.9559084668085029,-0.2732774638431269,0.059326803530751676,-0.13016486849465325,1.0241847880568618,-1.290989722227582,boy,1,0
149,1,-0.06083232307061112,-1.4295022432330362,-0.5980193028664127,-0.8016214350448964,-0.3915410081561997,-1.3289798909296608,0.2041350085200332,-0.6649706944326889,boy,1,0
150,1,-1.2207347875780918,-2.0783980696260502,-1.0033917645207386,-0.8379992166686249,0.4544712793030581,-1.051568150200899,-0.5262542488889673,2.1246664040410157,boy,1,0
150,2,-0.4907961676725221,-1.6031504221269413,-0.5980193028664127,-0.5729610934100321,-0.5762236282828175,-0.7147110364588305,-0.7747919732884299,0.0814366079381453,boy,1,0
151,1,1.009077708845772,0.18816763383123772,-0.057522687327311535,-0.17107322023360444,-1.2454939645561611,-0.7196648175432728,0.8819955000518966,1.4167833495344822,boy,1,0
151,2,1.1790634148511787,0.014519454937332638,0.2802876973846267,-0.4118594890763779,-0.03901428165693513,-0.2738245199434764,0.7618162404361365,1.2578708270942405,boy,1,0
151,3,1.6090272594530897,0.535463991619048,0.8207843129237278,0.26199560862030496,-0.8276883673536591,-0.03604302789025176,1.8372816175605649,,boy,1,0
152,1,1.5490323043923582,-0.2505225023217857,-0.057522687327311535,-0.7288658717974396,-0.1140282181697335,-0.9128622798365179,-0.6845579474836037,0.003906559111238993,boy,1,0
152,2,1.009077708845772,-0.6800732606382878,0.6180980820965649,0.04026436824710363,-0.8296286480406494,-0.4620682011522794,0.16367901641067226,-0.7475570507917845,boy,1,0
152,3,1.409044075917317,-0.287080013667871,1.2261567745780535,-0.3650880555601557,-0.7253949268173099,-0.05585815222802045,1.6164389070902907,-0.14561567791207955,boy,1,0
153,1,-0.9707558081583764,0.13333136681210986,0.07760146655746374,-0.18666369807234506,0.3860058732217295,-0.026135465721367386,0.6926579533939888,0.8726283484512292,boy,1,0
153,2,-0.6907793512082946,0.0419375884468966,0.8883463898661155,0.3434125484448402,-0.03953285556342435,0.4494275183850821,1.3829624319827396,-0.2489088174982371,boy,1,0
153,3,0.3791306807080885,1.3945655082520525,2.509836236483419,1.7742719589781566,-0.04365320000562487,1.048835029602586,0.6453970794735638,-0.9539025534149472,boy,1,0
154,1,-1.0207516040423192,0.4440702132538348,-0.3953330720392498,-0.4083949384455466,1.2109602285217516,-1.3587025774363144,-0.008111403199028887,1.2990436169992123,boy,1,0
154,2,-0.8307675796833354,-0.43331005905221215,0.07760146655746374,-0.020365267792443683,0.9373546809918508,-0.8980009365831914,-1.4255935186055941,,boy,1,0
155,1,0.3891298398848771,0.6816940370033892,-1.0709538414631259,-0.8328023907223778,0.05096351305402464,-1.3042109855074502,1.1602156893048334,1.6809152239540974,boy,1,0
155,2,0.4491247949456089,1.019851016954678,-0.4628951489816374,-0.7444563496361803,0.2610477534740706,-0.8236942203165586,0.12323136617297692,0.2827258030291186,boy,1,0
155,3,0.5991121825974383,1.7053043546937772,-0.1250847642696992,-0.5972129478258512,-0.44404995255623625,-0.5314211363344699,1.9726076306528089,,boy,1,0
156,1,-1.0707473999262624,-2.5536457171251588,-0.8682676106359632,-1.2035093082213244,0.8779414489101832,-1.130828647551974,0.7301734357412898,-0.5067805016399025,boy,1,0
156,2,-1.210735628401303,-2.928360208422533,-0.4628951489816374,-1.1082341658734642,0.5185705688159925,-0.7097572553743885,-0.25613610249106805,-1.0364889097740428,boy,1,0
156,3,-0.8407667388601241,-2.535366961452116,-0.3277709950968621,-0.5625674415175385,-0.3227721468621385,-0.3184085497034561,-0.17061106324137046,,boy,1,0
157,1,0.979080231315406,-0.003759300735710007,0.1451635434998514,-0.27154518852771137,-0.4939873183542382,-0.5710513850100073,1.1072093512748509,-0.10203512251558887,boy,1,0
157,2,0.6491079784813814,0.2338645230138444,0.8883463898661155,-0.02902664436952187,-0.4913767520847558,-0.10539596307244233,1.2480597688775172,,boy,1,0
158,1,-1.7606893831246777,-0.8263033060226289,0.3478497743270143,0.6846707855817206,0.17202399256118028,0.08284771813636066,1.3623726072445717,-0.10949919553929728,boy,1,0
158,2,-1.3307255385227668,-0.4790069482348187,1.158594697635666,1.207817930837243,1.0358467124395192,0.5485031400739258,0.046634215073193264,0.25672193572071506,boy,1,0
159,1,-0.23081802907601776,0.0419375884468966,-0.8682676106359632,-0.9505971121706414,-0.05985135488154295,-0.7890177527254635,-0.38437986653937134,0.4438053144117276,boy,1,0
159,2,-0.06083232307061112,-0.4790069482348187,-0.5980193028664127,-0.6093388750337607,0.36087375446835546,-0.2936396442812452,0.031426983027136014,-0.04232253832592205,boy,1,0
159,3,-0.9007616939208558,-0.06773494559135926,0.1451635434998514,0.33994799781400864,0.6484046381999671,0.2661376182607213,1.0640756183608908,-0.07338271316651497,boy,1,0
160,1,-0.8507658980369127,-0.4607281925617761,-0.8682676106359632,-1.0458722545185013,1.7701987633447296,-1.6955596911783826,-0.15404202064593414,2.0143907445294538,boy,1,0
160,2,-0.040834004717033884,-0.3876131698696055,-0.057522687327311535,-0.8605187957690281,-0.16658998992989027,-1.2299042692408173,1.0785946459945506,1.7839675869911022,boy,1,0
161,1,0.5891130234206496,-0.0860137012644019,1.5639671592899917,3.8512700621615066,-1.381965456177527,1.1330493080381032,0.7554347086120919,,boy,1,0
161,2,0.5491163867134952,0.6268577699842612,2.644960390368194,3.7993018026990373,-1.2634493575909005,1.6086122921445525,0.09805768295466206,,boy,1,0
161,3,1.6290255778066671,1.4037048860885737,3.658391544504009,3.8374118596381814,-1.5665482005128002,1.8563013463666616,0.9766945126656384,,boy,1,0
162,1,-0.3608070983742699,0.8553422158972942,-1.476326303117452,-0.7808341312599086,-0.5330343191981233,-1.3091647665918924,0.7380043677672007,,boy,1,0
162,2,0.11915254211158414,1.3214504855598816,-1.1385159184055138,-0.5140637326859007,-0.6979391961852712,-0.8534169068232117,-1.3258789556530202,,boy,1,0
162,3,0.21914413387947046,1.074687283973806,-0.5980193028664127,0.0385320929316876,-0.5387474317986952,-0.3332698929567827,0.3788200575976347,,boy,1,0
163,1,0.03915926869727514,0.07849509979298189,0.5505360051541772,1.1870306270522557,-0.4698471613179341,-0.3085009875345717,-0.055718464793568664,-0.6030911213006553,boy,1,0
163,2,0.2091449747026818,0.35267643488862155,1.0910326206932783,1.1610464973210208,0.6421705594833661,0.20173846416297295,-0.2329999214270317,-0.3211417822438017,boy,1,0
164,1,-0.6307843961475629,-0.9451152178974062,-1.0033917645207386,-0.8379992166686249,0.6421705594833661,-1.8590344669649743,-0.8742103997968812,1.8660723902518943,boy,1,0
164,2,-0.15082475566170878,-0.40589192554264814,-0.8007055336935757,-0.3720171568218183,-0.04972970201750634,-1.3933790450274093,-0.5466084157525871,1.2070669752231935,boy,1,0
165,1,-0.7207768287386606,-0.07687432342788059,-0.6655813798088003,0.12514585870246947,-0.34832667209163226,1.2618476162335996,2.700340001936373,-0.9471608100386948,boy,1,0
165,2,-0.06083232307061112,1.2574748407042324,-0.3277709950968621,0.4594749945776877,-1.0907502211831677,1.757225724677818,1.0831805899426143,,boy,1,0
167,1,1.4590398718012605,0.3892339462347068,1.7666533901171548,3.395681654207193,,1.346061894669117,0.32026846037806606,-1.5421196629929952,boy,1,0
167,2,2.2989692426515047,1.220917329358147,2.5773983134258067,2.7616688887650698,-1.1552796069861129,1.7671332868467025,0.8520815482597077,,boy,1,0
168,1,-0.12082727813134288,-0.3419162806869989,-1.9492608417141652,-1.5101220390498922,-0.5862071728631358,-1.9333411832316072,-1.8847926991076889,-0.8351997146830695,boy,1,0
168,2,0.17914749717231593,-0.4607281925617761,-1.3749831877038703,-1.0562659064109952,-0.9314065641971782,-1.4280555126185048,-0.6265339736468726,-0.7639298561341127,boy,1,0
169,1,-0.040834004717033884,-0.3693344141965629,-1.7465746108870026,-1.2468161911067153,0.08304132591662296,-1.928387402147165,-1.877164057469664,,boy,1,0
169,2,0.5191189091831292,-0.7074913941478518,-1.2736400722902892,-1.2035093082213244,0.03953956589481801,-1.4280555126185048,-0.6593258711636308,0.7170866976991138,boy,1,0
